ID,sex,personal_status,checking_account_status,credit_duration_months,credit_history,credit_purpose,credit_amount,savings,employed_since_years,installment_rate,other_debtors_guarantors,present_residence_since,property,age_years,other_installment_plans,housing,num_existing_credits,job_status,num_people_liable_for,telephone,foreign_worker,credit_risk,age_groups
577,female/male,female (non-single) or male (single),... >= 200 DM,24,all credits at this bank paid back duly,repairs,1927,.. >= 1000 DM,1 <= ... < 4 years,20 <= ... < 25,none,1 <= ... < 4 yrs,building society savings agreement/life insurance,33,none,rent,2-3,skilled employee/official,0 to 2,True,False,0,1
676,male,married/widowed,... >= 200 DM,24,all credits at this bank paid back duly,car (used),5150,unknown/no savings account,.. >= 7 years,< 20,none,>= 7 yrs,building society savings agreement/life insurance,33,none,rent,1,skilled employee/official,0 to 2,True,False,0,1
98,male,married/widowed,... < 0 DM,36,all credits at this bank paid back duly,furniture/equipment,2337,unknown/no savings account,.. >= 7 years,< 20,none,>= 7 yrs,unknown/no property,36,none,rent,1,skilled employee/official,0 to 2,False,False,0,1
158,male,married/widowed,... < 0 DM,24,no credits taken/all credits paid back duly,others,3512,... < 100 DM,4 <= ... < 7 years,25 <= ... < 35,none,4 <= ... < 7 yrs,building society savings agreement/life insurance,38,bank,rent,2-3,skilled employee/official,0 to 2,True,False,0,1
640,female/male,female (non-single) or male (single),no checking account,18,no credits taken/all credits paid back duly,repairs,750,unknown/no savings account,unemployed,< 20,none,< 1 yr,unknown/no property,27,none,rent,1,unemployed/unskilled - non-resident,0 to 2,False,False,1,1
856,female/male,female (non-single) or male (single),... >= 200 DM,10,no credits taken/all credits paid back duly,vacation,894,.. >= 1000 DM,4 <= ... < 7 years,< 20,none,4 <= ... < 7 yrs,car or other,40,none,rent,1,skilled employee/official,0 to 2,True,False,0,1
704,female/male,female (non-single) or male (single),... < 0 DM,27,no credits taken/all credits paid back duly,retraining,2528,unknown/no savings account,... < 1 year,< 20,none,< 1 yr,car or other,32,none,rent,1,skilled employee/official,3 or more,True,False,0,1
201,female,single,no checking account,12,no credits taken/all credits paid back duly,others,1168,unknown/no savings account,1 <= ... < 4 years,< 20,none,4 <= ... < 7 yrs,unknown/no property,27,none,rent,1,unskilled - resident,0 to 2,False,False,0,1
649,male,married/widowed,no checking account,12,no credits taken/all credits paid back duly,repairs,684,unknown/no savings account,1 <= ... < 4 years,< 20,none,>= 7 yrs,building society savings agreement/life insurance,40,none,for free,1,unskilled - resident,3 or more,False,False,1,1
163,male,married/widowed,... < 0 DM,10,no credits taken/all credits paid back duly,others,7308,unknown/no savings account,unemployed,25 <= ... < 35,none,>= 7 yrs,real estate,70,bank,own,1,management/self-employed/highly qualified employee/officer,0 to 2,True,False,0,1
344,male,married/widowed,0 <= ... < 200 DM,10,no credits taken/all credits paid back duly,others,3949,unknown/no savings account,... < 1 year,>= 35,guarantor,< 1 yr,car or other,37,none,rent,1,unskilled - resident,3 or more,False,False,0,1
854,male,married/widowed,... >= 200 DM,36,existing credits paid back duly till now,others,10875,unknown/no savings account,.. >= 7 years,25 <= ... < 35,none,1 <= ... < 4 yrs,building society savings agreement/life insurance,45,none,rent,2-3,skilled employee/official,3 or more,True,False,0,1
104,female,single,... >= 200 DM,12,no credits taken/all credits paid back duly,car (new),2445,.. >= 1000 DM,... < 1 year,25 <= ... < 35,none,>= 7 yrs,building society savings agreement/life insurance,26,none,for free,1,skilled employee/official,0 to 2,True,False,0,1
323,male,married/widowed,no checking account,18,no credits taken/all credits paid back duly,car (used),2659,500 <= ... < 1000 DM,1 <= ... < 4 years,< 20,none,1 <= ... < 4 yrs,building society savings agreement/life insurance,28,none,rent,1,skilled employee/official,0 to 2,False,False,0,1
8,male,divorced/separated,... >= 200 DM,12,no credits taken/all credits paid back duly,furniture/equipment,3059,500 <= ... < 1000 DM,4 <= ... < 7 years,25 <= ... < 35,none,>= 7 yrs,unknown/no property,61,none,rent,1,unskilled - resident,0 to 2,False,False,0,1
87,male,married/widowed,... < 0 DM,36,no credits taken/all credits paid back duly,repairs,12612,... < 100 DM,1 <= ... < 4 years,>= 35,none,>= 7 yrs,real estate,47,none,own,1,skilled employee/official,3 or more,True,False,1,1
957,male,married/widowed,... < 0 DM,9,all credits at this bank paid back duly,furniture/equipment,1154,unknown/no savings account,.. >= 7 years,25 <= ... < 35,none,>= 7 yrs,unknown/no property,37,none,rent,4-5,unskilled - resident,0 to 2,False,False,0,1
746,female/male,female (non-single) or male (single),no checking account,15,no credits taken/all credits paid back duly,others,2511,unknown/no savings account,unemployed,>= 35,none,>= 7 yrs,building society savings agreement/life insurance,23,none,for free,1,skilled employee/official,0 to 2,False,False,0,0
670,male,married/widowed,... >= 200 DM,24,all credits at this bank paid back duly,retraining,4139,... < 100 DM,1 <= ... < 4 years,20 <= ... < 25,none,4 <= ... < 7 yrs,car or other,27,none,rent,2-3,unskilled - resident,0 to 2,True,False,0,1
213,male,married/widowed,0 <= ... < 200 DM,30,existing credits paid back duly till now,retraining,1908,unknown/no savings account,.. >= 7 years,< 20,none,>= 7 yrs,unknown/no property,66,none,rent,1,management/self-employed/highly qualified employee/officer,0 to 2,True,False,1,1
525,male,married/widowed,... < 0 DM,26,no credits taken/all credits paid back duly,car (new),7966,unknown/no savings account,... < 1 year,25 <= ... < 35,none,4 <= ... < 7 yrs,building society savings agreement/life insurance,30,none,rent,2-3,skilled employee/official,0 to 2,False,False,0,1
674,male,married/widowed,... >= 200 DM,21,existing credits paid back duly till now,retraining,2580,100 <= ... < 500 DM,... < 1 year,< 20,none,1 <= ... < 4 yrs,unknown/no property,41,bank,rent,1,unskilled - resident,3 or more,False,False,1,1
178,male,married/widowed,... >= 200 DM,12,no credits taken/all credits paid back duly,furniture/equipment,1963,unknown/no savings account,4 <= ... < 7 years,< 20,none,1 <= ... < 4 yrs,building society savings agreement/life insurance,31,none,for free,2-3,management/self-employed/highly qualified employee/officer,3 or more,True,False,0,1
722,female/male,female (non-single) or male (single),no checking account,12,no credits taken/all credits paid back duly,others,1228,unknown/no savings account,1 <= ... < 4 years,< 20,none,1 <= ... < 4 yrs,unknown/no property,24,none,rent,1,unskilled - resident,0 to 2,False,False,1,0
713,male,married/widowed,no checking account,9,all credits at this bank paid back duly,furniture/equipment,1138,unknown/no savings account,1 <= ... < 4 years,< 20,none,>= 7 yrs,unknown/no property,25,none,rent,2-3,unskilled - resident,0 to 2,False,False,0,1
77,male,married/widowed,... < 0 DM,11,existing credits paid back duly till now,furniture/equipment,4771,unknown/no savings account,4 <= ... < 7 years,25 <= ... < 35,none,>= 7 yrs,car or other,51,none,rent,1,skilled employee/official,0 to 2,False,False,0,1
154,male,married/widowed,... < 0 DM,24,existing credits paid back duly till now,retraining,6967,... < 100 DM,4 <= ... < 7 years,< 20,none,>= 7 yrs,building society savings agreement/life insurance,36,none,for free,1,management/self-employed/highly qualified employee/officer,0 to 2,True,False,0,1
242,male,married/widowed,no checking account,48,delay in paying off in the past,car (new),4605,unknown/no savings account,.. >= 7 years,20 <= ... < 25,none,>= 7 yrs,real estate,24,none,own,2-3,skilled employee/official,3 or more,False,False,1,0
246,male,married/widowed,... >= 200 DM,12,all credits at this bank paid back duly,furniture/equipment,717,unknown/no savings account,.. >= 7 years,< 20,none,>= 7 yrs,unknown/no property,52,none,rent,4-5,skilled employee/official,0 to 2,False,False,0,1
494,male,married/widowed,no checking account,12,all credits at this bank paid back duly,others,2122,unknown/no savings account,1 <= ... < 4 years,20 <= ... < 25,none,1 <= ... < 4 yrs,unknown/no property,39,none,for free,2-3,unskilled - resident,3 or more,False,True,0,1
465,male,married/widowed,no checking account,24,no credits taken/all credits paid back duly,car (new),2924,unknown/no savings account,1 <= ... < 4 years,20 <= ... < 25,guarantor,>= 7 yrs,real estate,63,bank,rent,1,skilled employee/official,3 or more,True,False,0,1
679,female/male,female (non-single) or male (single),... >= 200 DM,18,no credits taken/all credits paid back duly,furniture/equipment,1453,unknown/no savings account,... < 1 year,20 <= ... < 25,none,< 1 yr,unknown/no property,26,none,rent,1,skilled employee/official,0 to 2,False,False,0,1
821,female,single,0 <= ... < 200 DM,12,no credits taken/all credits paid back duly,furniture/equipment,3016,unknown/no savings account,1 <= ... < 4 years,20 <= ... < 25,none,< 1 yr,building society savings agreement/life insurance,24,none,rent,1,skilled employee/official,0 to 2,False,False,0,0
535,male,divorced/separated,0 <= ... < 200 DM,21,all credits at this bank paid back duly,repairs,2319,unknown/no savings account,... < 1 year,25 <= ... < 35,none,< 1 yr,building society savings agreement/life insurance,33,none,for free,1,skilled employee/official,0 to 2,False,False,1,1
501,male,married/widowed,no checking account,36,no credits taken/all credits paid back duly,car (new),5493,unknown/no savings account,.. >= 7 years,25 <= ... < 35,none,>= 7 yrs,real estate,42,none,own,1,skilled employee/official,3 or more,False,False,0,1
416,male,married/widowed,no checking account,12,no credits taken/all credits paid back duly,others,2579,unknown/no savings account,... < 1 year,< 20,none,< 1 yr,unknown/no property,33,none,rent,1,unskilled - resident,3 or more,False,False,1,1
534,male,married/widowed,... >= 200 DM,24,no credits taken/all credits paid back duly,furniture/equipment,3105,.. >= 1000 DM,... < 1 year,< 20,none,1 <= ... < 4 yrs,building society savings agreement/life insurance,25,none,rent,2-3,skilled employee/official,0 to 2,False,False,0,1
855,female,single,... >= 200 DM,24,no credits taken/all credits paid back duly,others,1474,... < 100 DM,... < 1 year,< 20,none,4 <= ... < 7 yrs,unknown/no property,33,none,rent,1,skilled employee/official,0 to 2,True,False,0,1
935,male,married/widowed,... < 0 DM,30,existing credits paid back duly till now,furniture/equipment,1919,... < 100 DM,... < 1 year,< 20,none,4 <= ... < 7 yrs,real estate,30,stores,rent,2-3,management/self-employed/highly qualified employee/officer,0 to 2,False,False,1,1
423,male,married/widowed,... >= 200 DM,21,existing credits paid back duly till now,car (used),1591,... < 100 DM,4 <= ... < 7 years,< 20,none,4 <= ... < 7 yrs,unknown/no property,34,none,rent,2-3,management/self-employed/highly qualified employee/officer,0 to 2,False,False,0,1
292,female/male,female (non-single) or male (single),no checking account,24,all credits at this bank paid back duly,car (new),6419,unknown/no savings account,.. >= 7 years,25 <= ... < 35,none,>= 7 yrs,real estate,44,none,own,2-3,management/self-employed/highly qualified employee/officer,3 or more,True,False,0,1
819,female,single,no checking account,18,no credits taken/all credits paid back duly,furniture/equipment,1345,unknown/no savings account,1 <= ... < 4 years,< 20,none,4 <= ... < 7 yrs,unknown/no property,26,bank,rent,1,skilled employee/official,0 to 2,False,False,1,1
37,male,married/widowed,0 <= ... < 200 DM,18,no credits taken/all credits paid back duly,furniture/equipment,2100,unknown/no savings account,1 <= ... < 4 years,< 20,co-applicant,1 <= ... < 4 yrs,unknown/no property,37,stores,rent,1,skilled employee/official,0 to 2,False,False,1,1
787,male,married/widowed,... >= 200 DM,48,all credits at this bank paid back duly,car (new),2751,.. >= 1000 DM,.. >= 7 years,< 20,none,4 <= ... < 7 yrs,building society savings agreement/life insurance,38,none,rent,2-3,skilled employee/official,3 or more,True,False,0,1
473,male,married/widowed,... >= 200 DM,6,no credits taken/all credits paid back duly,vacation,1238,.. >= 1000 DM,unemployed,< 20,none,>= 7 yrs,car or other,36,none,rent,1,management/self-employed/highly qualified employee/officer,3 or more,True,False,0,1
115,male,married/widowed,... >= 200 DM,48,all credits at this bank paid back duly,furniture/equipment,3578,.. >= 1000 DM,.. >= 7 years,< 20,none,< 1 yr,unknown/no property,47,none,rent,1,skilled employee/official,0 to 2,True,False,0,1
576,female/male,female (non-single) or male (single),... < 0 DM,12,no credits taken/all credits paid back duly,furniture/equipment,2930,unknown/no savings account,4 <= ... < 7 years,25 <= ... < 35,none,< 1 yr,unknown/no property,27,none,rent,1,skilled employee/official,0 to 2,False,False,0,1
333,female/male,female (non-single) or male (single),... >= 200 DM,48,all credits at this bank paid back duly,car (new),11590,... < 100 DM,1 <= ... < 4 years,25 <= ... < 35,none,>= 7 yrs,building society savings agreement/life insurance,24,bank,for free,2-3,unskilled - resident,0 to 2,False,False,1,0
191,male,married/widowed,... < 0 DM,48,delay in paying off in the past,retraining,3844,... < 100 DM,4 <= ... < 7 years,< 20,none,>= 7 yrs,real estate,34,none,own,1,unskilled - resident,3 or more,False,False,1,1
9,female,single,... < 0 DM,30,all credits at this bank paid back duly,others,5234,unknown/no savings account,unemployed,< 20,none,1 <= ... < 4 yrs,building society savings agreement/life insurance,28,none,rent,2-3,management/self-employed/highly qualified employee/officer,0 to 2,False,False,1,1
800,male,married/widowed,... >= 200 DM,24,all credits at this bank paid back duly,repairs,1597,unknown/no savings account,.. >= 7 years,< 20,none,>= 7 yrs,real estate,54,none,own,2-3,skilled employee/official,3 or more,False,False,0,1
804,female/male,female (non-single) or male (single),... < 0 DM,12,no credits taken/all credits paid back duly,others,7472,.. >= 1000 DM,unemployed,>= 35,none,1 <= ... < 4 yrs,unknown/no property,24,none,for free,1,unemployed/unskilled - non-resident,0 to 2,False,False,0,0
748,male,married/widowed,... >= 200 DM,21,no credits taken/all credits paid back duly,car (new),5248,.. >= 1000 DM,1 <= ... < 4 years,>= 35,none,4 <= ... < 7 yrs,building society savings agreement/life insurance,26,none,rent,1,skilled employee/official,0 to 2,False,False,0,1
568,male,married/widowed,... < 0 DM,48,no credits taken/all credits paid back duly,furniture/equipment,3979,.. >= 1000 DM,4 <= ... < 7 years,< 20,none,< 1 yr,building society savings agreement/life insurance,41,none,rent,2-3,skilled employee/official,3 or more,True,False,0,1
226,male,married/widowed,... < 0 DM,48,no credits taken/all credits paid back duly,furniture/equipment,10961,500 <= ... < 1000 DM,4 <= ... < 7 years,>= 35,co-applicant,1 <= ... < 4 yrs,real estate,27,bank,rent,2-3,skilled employee/official,0 to 2,True,False,1,1
